0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20.143633,21.190584,0.0,0.0,18.248133,0.0,0.0,0.0,19.226492,21.250984,19.582418,21.08013,14.69263,0.0,0.0,19.39445,0.0,17.280851,20.942226,0.0,0.0,21.609772,0.0,18.338251,16.090654,20.008049,17.336128,0.0,20.183935,20.94751,0.0,0.0,0.0,19.585651,0.0,22.45174,0.0,22.21525,17.040688,0.0,13.02016,0.0,0.0,0.0,0.0,21.273521,0.0,20.542837,15.454233,19.731747,16.56651,18.219252,0.0,0.0,21.435575,22.3933,22.760338,18.438553,14.997365,19.88232,11.9799795,0.0,19.974718,0.0
0.0,0.0,25.56414,12.472603,0.0,8.315808,2.2790258,0.0,0.0,0.0,0.0,6.322795,0.0,31.810675,8.774089,0.0,19.77685,0.0,0.0,15.787636,3.0924363,0.0,0.0,0.0,0.0,0.0,0.0,20.483751,0.0,0.0,11.92673,12.911144,16.685415,0.0,14.112397,0.0,4.5261602,3.6090915,0.0,10.912522,0.0,22.626764,11.156181,26.96586,13.994865,0.0,7.5294566,0.0,0.0,0.0,0.0,16.87638,19.893217,19.721632,0.0,0.0,0.0,25.119114,0.0,0.0,0.0,9.601104,0.0,22.507807
23.27536,23.375483,0.0,0.0,20.998705,0.0,0.0,0.0,22.331778,23.237171,21.817896,18.216673,17.956352,0.0,0.0,21.53816,0.0,20.278221,22.103613,0.0,0.0,22.07964,0.0,20.257318,19.494806,23.140583,19.684793,0.0,22.210346,22.533688,0.0,0.0,0.0,22.648895,0.0,24.001753,0.0,19.759739,19.199783,0.0,15.877294,0.0,0.0,0.0,0.0,23.419195,0.0,23.059671,18.602213,22.895964,18.447039,13.8746605,0.0,0.0,24.426327,23.9962,21.964746,12.212076,17.904913,22.26205,15.3935585,0.0,22.844389,0.0
13.628683,11.595984,0.0,0.0,9.459443,0.0,0.0,0.0,15.703452,12.39255,9.67867,13.209226,12.700871,0.0,0.0,11.3147135,0.0,10.840421,13.363292,0.0,0.0,11.689772,6.0760717,15.136051,14.582736,13.449235,14.537535,0.0,9.419473,11.964517,0.0,0.0,0.0,11.518458,0.0,11.080996,0.0,7.906553,12.099836,0.0,11.296187,0.0,0.0,0.0,0.0,10.883948,0.0,11.917738,13.36999,13.639901,16.0237,12.038966,0.0,0.0,13.4521055,10.107302,9.393223,2.9171774,15.511923,6.8229594,9.438998,0.0,13.950135,0.0
0.0,0.0,10.46806,8.861051,1.4387857,6.2828383,1.9818488,0.0,0.0,0.0,0.9128545,6.679618,0.0,10.869175,3.169706,0.0,9.385622,0.0,0.0,9.620322,5.447262,7.7392697,0.0,0.0,0.0,0.0,0.0,7.5267677,3.0853908,0.0,5.4828324,1.996527,7.8267546,0.0,3.8652585,0.14266826,1.5649635,13.909076,0.0,1.9957294,0.0,10.081268,5.400255,7.731134,5.889689,6.484726,3.0791354,0.0,0.0,0.0,0.0,7.5377636,10.734858,8.232946,0.0,8.203483,5.2037196,27.013992,0.0,3.013128,0.0,6.6998897,0.0,9.541453
20.828098,17.213049,0.0,0.0,16.916838,0.0,0.0,0.0,22.416252,15.210696,17.894033,2.1361525,25.538033,0.0,0.0,15.171689,0.0,24.071133,15.183724,0.0,0.0,12.359963,15.707631,17.720844,26.48457,21.441265,22.213554,0.0,14.95954,17.16478,0.0,0.0,0.0,19.597492,0.0,15.782784,0.0,0.0,24.371513,0.0,26.776985,0.0,0.0,0.0,0.0,14.997573,0.0,19.91657,26.010885,22.763271,16.818497,0.0,0.0,0.0,21.11187,10.876252,5.959649,0.0,22.873758,18.98808,28.020487,0.0,16.211279,0.0
0.0,0.0,6.5540442,0.97549635,5.8636675,1.7720505,3.4115582,0.0,0.0,0.0,6.7641673,0.0,0.0,6.3821855,1.8945928,7.2106338,6.8159423,0.0,0.0,2.696199,1.670672,0.0,8.422813,0.0,0.0,0.0,0.0,4.0808992,5.717795,4.906921,3.721522,7.8641443,3.200893,6.5585017,9.669412,0.0,7.357307,0.0,0.0,6.801123,0.0,5.8566136,1.4621114,8.467701,9.188482,0.0,1.6458105,0.0,4.0408072,0.0,0.0,9.231249,3.7318656,5.553655,4.3945203,0.0,0.0,6.520627,0.0,0.0,0.0,0.16253147,2.6178262,3.2960591
2.5413203,4.985257,11.312484,0.43482578,0.0,4.689193,1.9744792,0.0,0.39249766,22.096373,2.5168195,11.469223,0.0,15.18525,0.0,10.639733,0.0,0.0,9.414907,6.1615467,0.88331246,2.0735917,0.0,5.1616445,2.2536063,0.0,3.1290574,4.625979,3.5430248,5.8245378,3.7768764,0.0,6.712467,4.8581095,0.0,17.544247,0.0,17.433676,0.0,0.0,0.0,4.877433,0.0,11.54453,0.0,0.0,0.0,2.653601,0.0,0.0,0.4889239,11.103124,1.9428543,9.175496,3.7809637,24.569695,16.807331,13.11751,2.168312,0.0,0.0,0.1287156,9.835529,13.214696
6.696128,0.0,6.475882,0.5067306,0.0,6.1248074,6.944548,0.0,3.729388,17.670242,4.83162,4.053116,0.0,8.667784,4.7450933,3.07016,0.0,0.0,3.2615776,6.704004,7.426858,0.0,0.0,0.0,10.528732,7.5796943,6.346594,7.427082,0.0,3.1523104,3.5792503,0.0,7.6125526,2.0193834,0.0,14.838992,0.0,15.681741,4.655179,0.0,0.0,5.592035,4.356908,7.151911,0.0,12.412528,6.4809437,1.5752908,0.0,0.0,5.537818,0.0,4.4265018,7.8395777,3.261392,19.160717,4.475377,12.76709,0.22960022,5.979608,0.0,8.4556,1.1464541,11.432383
0.0,0.0,24.078783,14.012315,0.0,6.3864136,1.6077657,5.2486033,0.0,0.0,0.0,0.45844597,0.0,23.761791,13.855646,0.0,21.767044,0.0,0.0,14.51013,4.492509,0.0,0.0,0.0,0.0,0.0,0.0,15.577686,0.0,0.0,13.58114,28.140064,14.64246,0.0,28.951078,0.0,20.94276,0.0,0.0,17.989342,0.0,19.162926,14.61465,24.088564,28.783176,0.0,9.141565,0.0,0.0,0.0,0.0,10.384708,17.986164,14.50332,0.0,0.0,0.0,7.425255,0.0,0.0,0.0,9.197846,0.0,11.10903
0.0,0.0,27.689234,15.250336,0.0,32.969494,33.101444,0.0,0.0,8.010772,0.0,0.0,0.0,22.294214,21.659569,0.0,17.025036,0.0,0.0,28.19064,28.066057,0.0,0.0,0.0,0.0,0.0,0.0,21.192278,0.0,0.0,28.66119,17.95927,29.98594,0.0,17.867113,0.0,16.698853,0.0,0.0,22.664139,0.0,24.58286,12.304784,28.362299,13.502435,0.0,19.816742,0.0,0.0,0.0,0.0,0.0,24.38431,32.166843,0.0,8.8396,0.0,3.782743,0.0,0.0,0.0,19.683199,0.0,30.066252
0.54591846,11.713008,0.0,0.0,14.715162,0.0,0.0,10.345887,12.01484,0.0,4.0965047,7.3136673,20.005363,0.0,0.0,7.4038534,0.0,18.307226,8.452885,0.0,0.0,9.433176,13.005758,9.794868,6.036805,0.0,7.923938,0.0,14.510134,8.761534,0.0,8.064733,0.0,10.109139,11.595076,0.0,14.854182,0.0,14.057949,1.4968246,15.924575,0.0,0.0,0.0,12.962651,0.0,0.0,10.873422,19.276016,13.648424,12.927765,13.489458,0.0,0.0,11.011441,0.0,5.17121,0.0,17.378141,0.0,18.653467,0.0,10.473267,0.0
8.010728,8.874799,0.36339658,0.0,6.0041633,0.0,0.0,0.0,7.5958323,11.689744,7.4104705,10.593379,0.55156606,5.0277123,0.0,10.352222,0.0,0.0,9.689108,0.0,0.0,6.8603625,6.9028306,9.976478,4.8642316,6.403588,4.546357,0.0,8.0183115,8.720576,0.0,0.0,0.0,6.6966515,0.0,9.211937,0.0,7.5601997,0.2962926,0.0,0.0,0.0,0.0,5.5845523,0.0,7.675561,0.0,7.9608374,2.6062262,6.6872034,7.0976377,12.531883,0.0,0.0,8.069075,10.836905,8.206938,7.1847277,4.843721,2.05697,0.0,0.0,9.778375,1.9987444
0.0,0.0,18.097979,3.4411721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.03561,0.0,26.344557,0.0,0.0,7.523518,0.0,1.2129623,6.1306243,0.0,1.7882644,0.0,0.98754406,0.0,0.0,0.0,14.988684,0.0,0.0,0.0,1.1008413,7.465649,0.0,0.0,0.0,0.0,12.258369,0.0,0.0,0.0,14.040966,2.781751,19.655306,0.0,0.0,0.0,0.0,0.0,0.0,3.0308294,25.29975,9.604337,10.255537,0.0,0.0,7.00357,23.980537,0.0,0.0,0.0,2.5373883,0.0,15.757682
21.645905,19.97253,0.0,0.0,14.907502,0.0,0.0,0.0,24.937223,18.178692,14.823912,13.936729,26.165207,0.0,0.0,13.909095,0.0,24.064587,19.879135,0.0,0.0,18.932459,7.1608276,22.246578,26.867456,22.687393,25.34291,0.0,14.572455,17.57573,0.0,0.0,0.0,17.144493,0.0,17.349491,0.0,10.763979,25.50318,0.0,26.506805,0.0,0.0,0.0,0.0,17.831305,0.0,19.908209,24.865343,23.157482,24.602715,3.3597836,0.0,0.0,20.630445,15.187873,14.323336,0.0,27.599081,15.661921,26.102186,0.0,20.75445,0.0
9.649101,4.1312532,0.0,0.0,8.975164,0.0,0.0,0.0,12.176031,5.182094,4.2828293,6.437141,9.0812645,0.0,0.0,7.015718,0.0,9.1949005,5.3468876,0.0,0.0,7.5560713,0.0,7.6773834,14.269372,9.110679,8.338419,0.0,9.74643,6.4336715,0.0,0.0,0.0,5.672641,0.0,4.8383107,0.0,4.270544,11.648515,0.0,10.637691,0.0,0.0,0.5115241,0.0,7.2433047,0.0,10.223074,11.655831,10.116045,14.092787,7.7243247,0.0,0.0,8.894688,4.1269054,4.167171,6.9096675,12.40371,0.8735217,7.7638173,0.0,7.434425,0.0
17.039701,19.89716,0.0,0.0,14.846284,0.0,0.0,0.0,13.000673,21.43229,18.06975,20.521868,6.8313622,0.0,0.0,18.857815,0.0,10.1081915,20.278677,0.0,0.0,18.687773,0.0,16.755123,8.502955,16.512226,11.734534,0.0,17.391724,19.31471,0.0,0.0,0.0,18.420586,0.0,22.186914,0.0,22.10085,7.795437,0.0,2.9542294,0.0,0.0,0.0,0.0,19.110825,0.0,16.687805,7.9065113,15.447273,10.044958,19.903223,0.0,0.0,18.344841,22.60801,22.25207,17.9118,7.5185404,18.040525,3.2930195,0.0,18.442091,0.0
0.0,0.0,17.302021,22.669533,0.0,18.0689,14.372553,0.0,0.0,0.0,0.0,0.0,0.0,15.954016,15.405477,0.0,17.247747,0.0,0.0,18.94987,15.958064,0.0,0.0,0.0,0.0,0.0,0.0,14.670177,0.0,0.0,20.353186,19.456038,16.291737,0.0,22.336275,0.0,18.4437,2.0142505,0.0,16.94245,0.0,17.523794,16.795864,13.358365,21.414707,0.0,13.737921,0.0,0.0,0.0,0.0,3.6811924,19.430143,13.927112,0.0,0.0,0.0,9.892199,0.0,0.0,0.0,15.977801,0.0,13.295763
0.0,0.0,13.621371,3.7382333,0.0,15.785343,13.8089695,0.0,0.0,0.0,0.0,0.0,0.0,7.121951,12.907046,0.0,13.826957,0.0,0.0,13.370741,14.687783,0.0,0.0,0.0,0.0,0.0,0.0,10.454415,0.0,0.0,15.391043,14.884794,16.589375,0.0,13.7763195,0.0,12.502546,0.0,0.0,14.166013,0.0,13.160278,3.9271152,15.169971,10.371236,0.0,9.915112,0.0,0.0,0.0,0.0,0.0,15.108631,16.516249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9860597,0.0,14.54838
12.8237,15.154228,0.0,0.0,5.936027,0.0,0.0,0.0,14.316524,15.614218,10.5180235,13.0921,13.82644,0.0,0.0,10.937442,0.0,12.269958,14.886318,0.0,0.0,10.40699,0.0,14.672377,15.06349,12.8885975,14.082145,0.0,6.697351,12.004057,0.0,0.0,0.0,12.504634,0.0,15.594122,0.0,11.012959,13.003117,0.0,12.710538,0.0,0.0,0.0,0.0,10.080437,0.0,11.021838,13.557579,13.94592,12.803009,5.77975,0.0,0.0,14.0079775,14.503527,14.481336,0.0,15.638878,11.053565,12.722141,0.0,15.735124,0.0
12.245274,13.280196,0.0,0.0,4.0177903,0.0,0.0,0.0,17.577745,12.062932,7.461798,11.647789,20.809307,0.0,0.0,6.923602,0.0,15.333434,13.59516,0.0,0.0,9.953991,15.409192,16.545776,20.502768,13.540634,18.748844,0.0,3.4530482,9.673567,0.0,0.0,0.0,9.679714,0.0,9.9435215,0.0,4.955581,19.85504,0.0,20.466068,0.0,0.0,0.0,0.0,7.986175,0.0,10.5078335,18.989176,14.651096,18.892935,2.8109815,0.0,0.0,12.263976,8.184201,7.968313,0.0,23.304602,5.563539,19.232893,0.0,13.943117,0.0
16.280203,14.866128,0.0,0.0,11.070332,0.0,0.0,0.0,19.531107,14.431531,13.003209,16.278225,19.24188,0.0,0.0,12.361974,0.0,17.30627,16.417517,0.0,0.0,14.667418,11.101109,17.902952,20.92752,16.586294,19.74404,0.0,11.427126,14.656791,0.0,0.0,0.0,13.910964,0.0,13.566126,0.0,11.008944,19.79365,0.0,19.192913,0.0,0.0,0.0,0.0,11.8721695,0.0,14.758839,20.685202,17.507416,20.462528,13.169576,0.0,0.0,17.007957,12.635756,12.295368,6.1271076,21.987541,9.344081,16.989634,0.0,15.891644,0.0
5.601501,7.3175435,0.0,0.0,6.6005583,0.0,0.0,0.0,3.0305867,8.898535,8.33364,7.8398666,0.0,0.0,0.0,8.373097,1.5673189,2.4118266,7.5413074,0.0,0.0,6.734628,0.0,2.4627836,0.0,5.064441,0.42123017,0.0,7.9782248,8.617467,0.0,0.0,0.0,7.7224207,0.0,10.536022,0.0,12.420282,0.28670752,0.0,0.0,0.0,0.0,0.0,0.0,8.612148,0.0,5.3226595,0.0,4.0567474,0.13544196,7.982518,0.0,0.0,6.8518825,10.912105,11.468311,14.481163,0.0,9.473253,0.0,0.0,6.197219,0.0
0.0,0.0,24.85127,10.895707,0.0,17.935404,11.143919,0.0,0.0,0.0,0.0,0.35169303,0.0,24.584349,11.318217,0.0,26.040718,0.0,0.0,19.6009,12.278381,0.0,0.0,0.0,0.0,0.0,0.0,16.224157,0.0,0.0,21.548021,16.206617,21.883347,0.0,19.82401,0.0,12.579051,3.7760184,0.0,15.748674,0.0,24.182575,6.5373363,26.708525,17.477516,0.0,7.8241844,0.0,0.0,0.0,0.0,9.941778,24.594477,23.488573,0.0,0.0,0.5347477,18.683323,0.0,0.0,0.0,8.102902,0.0,23.283922
