,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,0.18296728,0.0,0.20718832,0.0018617101,0.0,0.0,0.2527008,0.15996979,0.001590733,0.0,0.088361695,0.0,0.24034667,0.14891611,0.04162296,0.0,0.066246524,0.0,0.18529144,0.14113395,0.02988974,0.0,0.0,0.13764529,0.0,0.16225418,0.0,0.0,0.012563631,0.10191584,0.0,0.0,0.0,0.0,0.006926367,0.18013191,0.11665496,0.0,0.09478468,0.0,0.16698326,0.0,0.0,0.06059938,0.15007755,0.0,0.018346302,0.18838437,0.0,0.22729528,0.05119113,0.027596656,0.0,0.1105245,0.076827295,0.3094223,0.17189816,0.10940379,0.17266908,0.0,0.020193914,0.1537818,0.10072179
1,0.0,0.25511563,0.0,0.2873077,0.0030597374,0.0,0.0,0.3483859,0.22384863,0.0014979374,0.0,0.124784976,0.0,0.33418295,0.20915036,0.056505986,0.0,0.09145206,0.0,0.25721595,0.19332983,0.04014047,0.0,0.0,0.19082081,0.0,0.22859883,0.0,0.0,0.02208282,0.14155336,0.0,0.0,0.0,0.0,0.008424493,0.2503985,0.1617154,0.0,0.130796,0.0,0.2313135,0.0,0.0,0.084607475,0.20659944,0.0,0.028068803,0.2648727,0.0,0.32127398,0.07112472,0.040120654,0.0,0.15618497,0.107957914,0.43096325,0.2373543,0.15436259,0.24139929,0.0,0.02674871,0.21374892,0.14201829
2,0.0,0.23354511,0.0,0.26360023,0.00422132,0.0,0.0,0.31851828,0.20400913,0.0018175291,0.0,0.11286372,0.0,0.30476397,0.19101146,0.051799286,0.0,0.08494538,0.0,0.23630744,0.17604813,0.035823036,0.0,0.0,0.17561878,0.0,0.21094397,0.0,0.0,0.015527368,0.12834367,0.0,0.0,0.0,0.0,0.0054636034,0.22920223,0.14584026,0.0,0.11989729,0.0,0.21015638,0.0,0.0,0.07945335,0.1897407,0.0,0.024006315,0.24118751,0.0,0.2890072,0.067786455,0.03610413,0.0,0.13988423,0.09772377,0.39395338,0.21556558,0.14092425,0.21974438,0.0,0.025641652,0.19243544,0.12820332
3,0.0,0.20553552,0.0,0.2299987,0.0047162063,0.0,0.0,0.2773943,0.18030524,0.0007519233,0.0,0.09894751,0.0,0.26653624,0.16817819,0.04483773,0.0,0.07409177,0.0,0.2073185,0.15624875,0.031531397,0.0,0.0,0.15352008,0.0,0.18422392,0.0,0.0,0.015797425,0.11218639,0.0,0.0,0.0,0.0,0.0047464063,0.20278221,0.12987508,0.0,0.1049831,0.0,0.18631482,0.0,0.0,0.068478435,0.16704805,0.0,0.021671038,0.21108882,0.0,0.25465256,0.057821445,0.031680472,0.0,0.12339549,0.08421483,0.34602144,0.18909673,0.12428111,0.19211315,0.0,0.023346333,0.17131358,0.11448011
4,0.0,0.23814172,0.0,0.2616471,0.005706899,0.0,0.0,0.31509477,0.20788173,0.0,0.0,0.11380004,0.0,0.30364102,0.19189075,0.0495428,0.0,0.083292596,0.0,0.23602481,0.1828512,0.036755353,0.0,0.0,0.17554647,0.0,0.20930514,0.0,0.0,0.020429283,0.12699705,0.0,0.0,0.0,0.0,0.00590111,0.23564814,0.15063763,0.0,0.120833226,0.0,0.21541701,0.0,0.0,0.07789675,0.19179583,0.0,0.02443666,0.2401175,0.0,0.29242113,0.06535621,0.03681462,0.0,0.14240345,0.09271771,0.39739108,0.21734042,0.14141053,0.21835995,0.0,0.026288055,0.1990968,0.13315788
5,0.0,0.22475363,0.0,0.25096947,0.0036316812,0.0,0.0,0.3033525,0.19680277,0.00073800795,0.0,0.10910499,0.0,0.29155844,0.18307696,0.04866168,0.0,0.0801461,0.0,0.22514574,0.17146611,0.035048574,0.0,0.0,0.1671752,0.0,0.19973852,0.0,0.0,0.019138522,0.123313874,0.0,0.0,0.0,0.0,0.0064772675,0.2216983,0.14263803,0.0,0.11509432,0.0,0.20420049,0.0,0.0,0.07441215,0.18180291,0.0,0.023726754,0.2306693,0.0,0.28017774,0.062384497,0.03462889,0.0,0.13656665,0.092096984,0.37839723,0.20792142,0.13535161,0.21037681,0.0,0.024327235,0.18837267,0.12530771
6,0.0,0.30331776,0.0,0.32749566,0.00648541,0.0,0.0,0.39725092,0.26297525,0.00022398215,0.0,0.1423951,0.0,0.37981495,0.24093156,0.062014908,0.0,0.10395579,0.0,0.29625177,0.2389175,0.050194237,0.0,0.0,0.22076403,0.0,0.25797734,0.0,0.0,0.027516782,0.15928616,0.0,0.0,0.0,0.0,0.00970434,0.3009755,0.19459441,0.0,0.1541328,0.0,0.27615833,0.0,0.0,0.09480873,0.2447078,0.0,0.027991466,0.29759216,0.0,0.3669488,0.07932973,0.04534111,0.0,0.181422,0.11195113,0.5010097,0.27849895,0.17476259,0.27240142,0.0,0.034103334,0.25682083,0.16868682
7,0.0,0.29221508,0.0,0.31277853,0.008854456,0.0,0.0,0.37675655,0.25407386,0.0,0.0,0.13714615,0.0,0.36270806,0.23158383,0.05713698,0.0,0.099760264,0.0,0.28494143,0.22815062,0.046407014,0.0,0.0,0.21215862,0.0,0.25030962,0.0,0.0,0.02650541,0.15051502,0.0,0.0,0.0,0.0,0.005994306,0.29134944,0.18590629,0.0,0.1478723,0.0,0.26506618,0.0,0.0,0.09229958,0.23510095,0.0,0.027318552,0.28604552,0.0,0.35173774,0.0783137,0.043855775,0.0,0.17348301,0.10498143,0.48179245,0.264069,0.1694459,0.26071912,0.0,0.032986335,0.24534689,0.16311195
8,0.0,0.4125905,0.0,0.43918806,0.011246249,0.0,0.0,0.53305197,0.35781372,0.0,0.0,0.19260687,0.0,0.50897413,0.3250397,0.08156473,0.0,0.14050967,0.0,0.4005778,0.32927024,0.069534495,0.0,0.0,0.29920402,0.0,0.34521475,0.0,0.0,0.039606176,0.21283281,0.0,0.0,0.0,0.0,0.011262875,0.4132839,0.26736152,0.0,0.20952497,0.0,0.37842172,0.0,0.0,0.12523602,0.33421826,0.0,0.03645715,0.39949387,0.0,0.4943766,0.10602819,0.060382843,0.0,0.24710704,0.14515746,0.67880905,0.37709877,0.23625831,0.36588067,0.0,0.047720693,0.35141918,0.22993182
9,0.0,0.32366884,0.0,0.3476763,0.0074090958,0.0,0.0,0.4237137,0.28079426,0.0,0.0,0.1529674,0.0,0.4041519,0.2561468,0.06566568,0.0,0.11124595,0.0,0.3168433,0.2567991,0.054330647,0.0,0.0,0.23638877,0.0,0.27276647,0.0,0.0,0.028834201,0.16899462,0.0,0.0,0.0,0.0,0.00882438,0.32445055,0.20980819,0.0,0.16587582,0.0,0.2975789,0.0,0.0,0.09939941,0.26343328,0.0,0.028831422,0.31688538,0.0,0.3906301,0.085548654,0.046824455,0.0,0.19489163,0.11775684,0.5359223,0.29816717,0.18731038,0.2905708,0.0,0.037267283,0.27480614,0.1802569
