,1,2,3,4,5,6
24,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
25,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
26,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
27,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
28,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
29,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
30,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
31,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
32,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
33,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
34,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
35,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
36,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
37,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
38,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
39,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
40,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
41,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
42,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
43,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
44,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
45,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
46,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
47,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
48,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
49,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
50,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
51,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
52,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
53,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
54,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
55,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
56,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
57,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
58,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
59,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
60,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
61,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
62,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
63,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
64,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
65,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
66,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
67,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
68,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
69,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
70,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
71,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
72,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
73,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
74,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
75,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
76,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
77,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
78,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
79,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
80,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
81,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
82,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
83,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
84,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
85,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
86,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
87,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
88,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
89,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
90,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
91,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
92,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
93,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
94,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
95,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
96,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
97,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
98,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
99,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
100,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
101,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
102,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
103,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
104,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
105,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
106,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
107,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
108,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
109,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
110,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
111,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
112,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
113,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
114,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
115,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
116,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
117,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
118,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
119,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
120,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
121,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
122,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
123,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
124,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
125,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
126,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
127,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
128,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
129,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
130,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
131,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
132,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
133,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
134,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
135,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
136,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
137,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
138,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
139,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
140,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
141,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
142,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
143,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
144,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
145,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
146,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
147,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
148,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
149,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
150,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
151,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
152,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
153,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
154,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
155,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
156,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
157,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
158,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
159,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
160,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
161,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
162,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
163,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
164,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
165,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
166,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
167,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
168,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
169,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
170,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
171,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
172,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
173,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
174,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
175,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
176,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
177,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
178,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
179,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
180,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
181,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
182,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
183,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
184,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
185,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
186,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
187,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
188,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
189,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
190,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
191,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
192,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
193,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
194,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
195,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
196,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
197,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
198,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
199,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
200,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
201,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
202,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
203,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
204,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
205,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
206,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
207,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
208,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
209,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
210,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
211,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
212,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
213,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
214,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
215,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
216,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
217,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
218,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
219,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
220,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
221,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
222,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
223,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
224,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
225,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
226,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
227,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
228,0.06554836,-0.074144326,-0.0017937482,0.13654405,-0.085125506,0.077021934
229,0.07658231,0.022651974,0.0679667,0.14202967,-0.14563766,0.08540148
230,0.047362417,0.15104187,-0.11628385,0.09512426,0.036966853,0.100074954
231,0.10115917,-0.0490021,-0.01578688,0.14458548,-0.10818056,-0.0892704
232,-0.051264897,-0.022556914,-0.08369994,0.12842439,-0.0035776272,0.009181866
233,0.15202275,0.1284013,-0.048095066,0.078946084,-0.19606239,0.03557146
