0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
11.6729355,12.994658,0.0,0.0,0.0,14.451942,0.0,0.0,1.1270736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4630756,0.0,25.235262,0.0,0.0,9.67888,0.0,0.0,2.4577382,0.0,0.0,0.0,0.0,1.8358439,6.1805935,0.0,0.0,0.0,0.0,0.19795096,8.507346,0.0,0.0,1.6469382,0.76729745,2.4812417,6.784068,1.2831218,0.0,0.0,0.0,0.0,5.8602734,15.389342,0.0,5.20366,0.0,0.0,0.0,0.0,0.0,6.832158,0.0,0.0,0.0,0.0,0.0,9.369478
11.948198,12.608524,0.0,0.0,0.0,15.200333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4904776,0.0,24.370058,0.0,0.0,9.244733,0.0,0.0,2.1157663,0.0,0.0,0.0,0.0,3.0621345,5.639178,0.0,0.0,0.0,0.0,0.0,6.9879484,0.0,0.36820197,0.0,1.8950056,3.5127835,5.175419,1.4759891,0.0,0.0,0.0,0.0,5.5795574,16.923845,0.0,4.628451,0.0,0.3800019,0.0,0.0,0.0,7.9051127,0.0,0.0,0.0,0.0,0.0,10.511625
11.859114,12.108788,0.0,0.0,0.0,15.326838,0.0,0.0,0.03174363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2914634,0.0,23.85566,0.0,0.0,9.231333,0.0,0.0,2.3638945,0.0,0.0,0.0,0.0,3.4155486,5.1219344,0.0,0.0,0.0,0.0,0.0,6.236932,0.0,0.0,0.0,1.594636,3.3769488,4.9182196,1.3652401,0.0,0.0,0.0,0.0,5.2213736,16.789207,0.0,3.7974398,0.0,0.66440904,0.0,0.0,0.0,7.775402,0.0,0.0,0.0,0.0,0.0,10.715914
10.634133,5.592767,0.0,4.611139,0.0,16.221825,0.0,0.0,7.1236854,0.0,0.0,0.0,0.0,0.81500673,0.0,0.0,0.0,0.0,17.300167,0.0,0.0,10.889268,2.2103493,0.0,6.386766,0.0,0.0,0.0,0.0,7.174033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7111154,0.0,0.39353314,0.048219033,0.0,0.0,0.0,0.0,0.0,0.0768273,11.731423,0.0,0.0,0.8575564,5.500445,0.0,0.0,0.0,0.4170595,0.0,0.0,0.0,0.0,0.81980455,9.725417
2.9868422,0.0,38.777657,15.943755,0.0,15.030707,49.785934,0.0,24.050943,9.718015,0.0,0.0,0.0,66.770615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.596608,19.452505,15.009796,27.400341,0.0,0.0,0.0,0.0,32.514805,0.0,14.078307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800351,0.0,0.0,0.0,0.0,28.78435,0.0,0.0,0.0,2.272175,0.0,12.883152,39.56012,0.0,59.425636,0.0,0.0,8.021333,0.0,0.0,0.0,37.79695,12.51645
8.058269,0.0,5.950768,7.940146,0.0,14.821368,7.7120996,0.0,13.181887,0.0,0.0,0.0,0.0,21.362268,0.0,0.0,0.0,0.0,0.31620908,0.0,0.0,10.86282,7.7338085,0.0,13.654472,0.0,0.0,0.0,0.0,14.674791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6784635,0.0,0.66671026,0.0,0.0,0.0,0.0,1.2017386,0.0,0.0,6.2120323,0.0,0.0,4.8691964,15.689846,0.0,16.893127,0.0,0.0,1.4163082,0.0,0.0,0.0,11.943148,10.69725
9.914339,3.71054,0.0,3.3569813,0.0,15.095968,0.0,0.0,5.9785423,0.0,0.0,0.0,0.0,4.358235,0.0,0.0,0.0,0.0,13.600232,0.0,0.0,10.278503,3.033186,0.0,7.9132404,0.0,0.0,0.0,0.0,8.520262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68760574,0.0,1.3738543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.350343,0.0,0.0,1.0751846,6.825983,0.0,2.3440022,0.0,0.57053804,0.0,0.0,0.0,0.0,1.5543576,11.383686
11.38469,8.170853,0.0,2.064007,0.0,16.553362,0.0,0.0,4.4439964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25616932,0.0,19.977049,0.0,0.0,10.12518,0.75909066,0.0,4.6165056,0.0,0.0,0.0,0.0,6.0307627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3126482,0.0,1.2416711,1.8950362,0.0,0.0,0.0,0.0,0.0,1.6747566,14.091394,0.0,0.0,0.0,3.8076134,0.0,0.0,0.0,3.408815,0.0,0.0,0.0,0.0,0.0,10.20275
12.703592,16.63915,0.0,0.0,0.0,13.300588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8830032,0.0,27.932232,0.0,0.0,6.322381,0.0,0.0,1.4844115,0.0,0.0,3.8485856,0.0,0.0,11.20749,0.0,0.0,0.0,0.0,0.4561153,12.398504,0.0,4.4360714,0.0,4.4300795,3.6343164,7.06681,2.4959064,0.0,0.0,0.0,0.0,9.519447,18.167757,0.0,12.422177,0.0,0.0,0.0,0.0,0.0,9.578705,0.0,0.0,0.0,0.0,0.0,9.359679
11.483972,9.937728,0.0,0.0,0.0,15.889131,0.0,0.0,0.9441824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4208021,0.0,21.738394,0.0,0.0,9.324195,0.0,0.0,3.4339964,0.0,0.0,0.0,0.0,4.906412,2.6982255,0.0,0.0,0.0,0.0,0.0,2.8662574,0.0,0.0,0.0,0.17500171,2.7464995,3.7296174,0.81698966,0.0,0.0,0.0,0.0,3.6343622,16.09568,0.0,0.0,0.0,1.9769071,0.0,0.0,0.0,6.9464974,0.0,0.0,0.0,0.0,0.0,11.399259
