0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
12.550317,0.0,21.81655,0.0,20.040384,0.0,0.0,0.0,0.0,21.29887,0.0,0.0,0.0,0.0,19.74742,0.0,21.108091,0.0,21.976843,0.0,19.739288,0.0,21.342464,22.264612,11.894641,0.0,14.0387335,19.757338,9.694656,19.735504,0.0,0.0,21.959745,15.045999,0.0,16.628683,21.843426,19.995222,0.0,20.726492,17.247124,20.944183,15.092485,21.147882,0.0,0.0,0.0,19.25013,17.862488,0.0,21.809017,0.0,0.0,20.927567,21.152386,0.0,0.0,0.0,0.0,0.0,17.62631,21.984102,21.86208,13.78929
0.0,14.353313,0.0,8.8457985,0.0,17.020407,0.0,0.0,13.853482,0.0,25.788,13.7594795,16.830635,18.027052,0.0,8.16161,0.0,22.14733,0.0,18.948284,0.0,26.136383,11.536751,0.0,0.0,3.9282467,0.0,0.0,0.0,0.0,14.332487,18.12996,0.0,0.0,23.651913,0.0,0.0,0.0,8.440873,0.0,25.42402,0.0,25.91356,0.0,13.802813,1.4244822,20.645779,0.0,0.0,13.452455,0.0,16.17986,4.8198276,0.0,0.0,19.086367,6.3821282,23.84952,8.33756,13.878874,0.0,0.0,0.0,0.0
14.540529,0.0,24.586775,0.0,22.982689,0.0,0.0,0.0,0.0,23.381762,0.0,0.0,0.0,0.0,22.975727,0.0,23.841686,0.0,25.04051,0.0,22.971386,0.0,17.059856,21.731617,14.743847,0.0,17.490313,21.85487,12.235249,20.978823,0.0,0.0,23.97461,18.320932,0.0,19.574009,24.340134,23.276093,0.0,23.768715,10.568674,24.033524,9.8597355,24.024303,0.0,0.0,0.0,22.468416,21.397682,0.0,24.320068,0.0,0.0,23.90642,23.636593,0.0,0.0,0.0,0.0,0.0,20.894167,24.902727,23.910677,16.990757
10.130875,0.0,12.971566,0.0,14.849678,0.0,0.0,0.0,0.0,13.389186,0.0,0.0,0.0,0.0,15.175173,0.0,13.30828,0.0,12.093915,0.0,14.872229,0.0,7.966691,11.369511,8.949479,0.0,15.41463,8.983403,6.576666,5.16161,0.0,0.0,8.916799,14.356433,0.0,16.452593,6.157819,13.071542,0.0,9.595133,7.0204425,15.38306,2.5414166,12.936561,0.0,0.0,0.0,13.240426,14.611904,0.0,13.78433,0.0,0.0,12.828442,14.9613495,0.0,0.0,0.0,0.0,0.0,15.28966,12.183547,13.424587,13.475809
0.0,7.9868984,0.0,0.1056914,0.0,8.703158,0.0,0.15394776,8.394044,0.0,9.28952,5.2729197,10.040514,6.50203,0.0,3.872448,0.0,5.8482018,1.3305234,6.617398,0.0,7.946623,16.935947,6.9874425,0.0,3.8461652,0.0,1.8176618,0.0,6.109004,8.0071335,9.72789,10.246826,0.0,9.995866,0.0,9.732075,0.0,3.0704455,0.0,16.651506,0.0,21.88443,0.0,6.368662,0.36273825,9.008146,0.0,0.0,8.891914,0.0,6.9711485,2.922265,0.0,0.0,6.3956695,3.2224114,8.459241,4.8700585,3.8852062,0.0,0.0,0.0,0.0
22.587027,0.0,21.336609,0.0,18.059376,0.0,4.000924,0.0,0.0,17.560036,0.0,0.0,0.0,0.0,22.674444,0.0,22.527214,0.0,20.214148,0.0,25.159485,0.0,0.0,6.2282805,26.763803,0.0,25.188196,17.96149,26.10312,10.190781,0.0,0.0,13.700352,24.522287,0.0,20.947607,12.559916,21.418154,0.0,20.178669,0.0,21.309385,0.0,20.380787,0.0,0.0,0.0,20.296688,22.554699,0.0,19.549814,0.0,0.0,20.382946,15.439396,0.0,0.0,0.0,0.0,0.0,21.051111,18.613329,17.439774,26.43891
0.0,3.2502654,0.0,5.929938,0.0,3.2089558,0.0,0.02468367,0.0,5.9931507,5.17174,9.041159,4.878434,6.5054207,0.0,4.347973,0.0,8.233453,0.0,3.79044,0.0,7.977866,0.0,0.0,0.0,2.9296436,3.7542183,8.194993,5.3889647,1.411882,0.55907613,2.5405545,0.0,0.0,4.0253406,3.7056687,0.0,0.0,2.0382445,0.0,6.116498,0.0,10.451469,6.6768765,2.0441654,5.6843643,5.6197987,5.725156,0.0,2.5918834,0.0,6.866277,5.0440717,0.0,0.0,4.0579023,8.08193,5.611019,4.169864,7.379541,4.934328,0.0,1.5552392,4.927441
0.0,2.5808265,5.193631,0.0,3.5059803,4.420926,0.0,0.0,11.442106,7.970455,13.373599,0.0,7.7259917,4.2651567,0.9399284,0.0,4.952672,0.0,4.675699,0.7684337,0.79992276,6.0204043,14.106218,8.332903,0.0,0.0,0.0,1.3567921,0.0,5.9383154,0.90786153,9.293257,19.59656,0.041158445,9.642265,0.5327346,20.119413,0.0,0.0,0.0,20.44377,6.6083856,16.021261,2.5737526,1.9267089,0.0,3.5771508,4.266011,0.0,0.0,6.13354,0.0,7.844218,0.0,12.934606,14.14857,0.0,8.496113,8.027437,0.0,7.0791407,15.873833,5.592009,0.0
3.373644,6.4642973,1.0988195,0.0,0.0,7.5060043,0.0,0.035711214,12.2106285,0.0,12.470644,0.0,4.2760615,0.0,3.8245134,0.0,5.1481113,0.0,7.462756,2.4582,2.9030323,2.4613824,14.169413,6.3441873,2.0622447,0.0,0.7330577,0.0,0.0,4.0646544,11.968716,7.3319607,19.361322,0.073006995,9.723289,6.3013277,15.9904175,0.69097155,1.2263123,3.6598842,4.8367906,8.971246,6.0442204,0.0,5.881131,0.0,6.6645823,0.0,2.3480954,2.4843843,2.073062,0.0,5.6527205,4.9034867,9.627032,12.327207,0.0,3.825804,10.468241,0.0,5.7886357,10.662937,3.8693588,0.70221055
0.0,12.4184885,0.0,20.438293,0.0,15.745372,0.0,6.3664846,7.011707,0.0,14.695283,24.744366,20.5943,22.77887,0.0,18.700563,0.0,25.101364,0.0,17.802855,0.0,28.195871,0.0,0.0,0.0,12.376218,0.0,0.0,0.0,0.0,6.259732,15.380058,0.0,0.0,16.174759,0.0,0.0,0.0,12.458427,0.0,15.372617,0.0,12.551803,0.0,14.529826,12.2713585,14.895702,0.0,0.0,18.435692,0.0,27.332207,5.5702558,0.0,0.0,8.416421,19.488415,20.979445,3.43819,27.347427,0.0,0.0,0.0,0.0
