,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,12.140015,19.875168,0.0,45.5901,8.266279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.479324,12.520149,0.0,8.337242,27.109072,5.396038,0.0,0.5609684,0.0,0.0,0.0,0.0,4.4400663,19.803085,0.0,0.0,0.0,0.0,26.666134,0.0,0.0,34.31402,0.0,7.174904,0.0,0.0,0.0,9.313334,19.871662,0.0,15.532442,0.0,2.527051,19.53775,11.964805,14.081711,16.97634,23.165768,0.0,8.712005,0.0,4.804559,27.453888,0.0,0.0,0.0,11.76627,0.0,0.0,3.815958,4.823765,0.0
1,13.15213,21.535746,0.0,49.345654,8.9201355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.925789,13.532176,0.0,9.024088,29.388634,5.859386,0.0,0.62961006,0.0,0.0,0.0,0.0,4.801738,21.435545,0.0,0.0,0.0,0.0,28.876291,0.0,0.0,37.156216,0.0,7.7671814,0.0,0.0,0.0,10.076832,21.50661,0.0,16.821829,0.0,2.7409148,21.170624,12.95976,15.243712,18.391161,25.071444,0.0,9.430855,0.0,5.199697,29.706242,0.0,0.0,0.0,12.731127,0.0,0.0,4.114443,5.214404,0.0
2,13.004108,21.283129,0.0,48.80583,8.83357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.718054,13.3850155,0.0,8.920235,29.037567,5.7928786,0.0,0.61540556,0.0,0.0,0.0,0.0,4.7462473,21.201889,0.0,0.0,0.0,0.0,28.549255,0.0,0.0,36.73788,0.0,7.677038,0.0,0.0,0.0,9.961044,21.27715,0.0,16.63195,0.0,2.7105684,20.920383,12.810133,15.068667,18.173521,24.79634,0.0,9.322533,0.0,5.142214,29.377644,0.0,0.0,0.0,12.584973,0.0,0.0,4.068512,5.1689224,0.0
3,10.848003,17.751415,0.0,40.733963,7.384576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.619925,11.179211,0.0,7.4436235,24.212841,4.827039,0.0,0.50320435,0.0,0.0,0.0,0.0,3.9640665,17.694908,0.0,0.0,0.0,0.0,23.821177,0.0,0.0,30.654324,0.0,6.405839,0.0,0.0,0.0,8.314941,17.759125,0.0,13.876768,0.0,2.2601743,17.448631,10.686682,12.574249,15.158671,20.695362,0.0,7.779873,0.0,4.2917123,24.522488,0.0,0.0,0.0,10.506166,0.0,0.0,3.4027753,4.3181887,0.0
4,15.357038,25.141808,0.0,57.602013,10.403844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.095924,15.787826,0.0,10.532774,34.31716,6.847001,0.0,0.74182415,0.0,0.0,0.0,0.0,5.6019144,25.022501,0.0,0.0,0.0,0.0,33.708397,0.0,0.0,43.375286,0.0,9.063322,0.0,0.0,0.0,11.758395,25.104088,0.0,19.638567,0.0,3.2026,24.715643,15.127689,17.792477,21.46997,29.265823,0.0,11.006552,0.0,6.0692606,34.672604,0.0,0.0,0.0,14.856895,0.0,0.0,4.7948017,6.090108,0.0
5,14.538968,23.792435,0.0,54.57988,9.885929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.930836,14.970734,0.0,9.973465,32.460712,6.4772286,0.0,0.68088293,0.0,0.0,0.0,0.0,5.307176,23.70992,0.0,0.0,0.0,0.0,31.922258,0.0,0.0,41.077087,0.0,8.586752,0.0,0.0,0.0,11.137497,23.794777,0.0,18.59746,0.0,3.031489,23.389847,14.322337,16.851034,20.317152,27.728863,0.0,10.42275,0.0,5.750722,32.853996,0.0,0.0,0.0,14.073789,0.0,0.0,4.553362,5.784273,0.0
6,16.354767,26.742569,0.0,61.26843,11.034156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.522892,16.736763,0.0,11.19,36.533978,7.331869,0.0,0.8191066,0.0,0.0,0.0,0.0,5.9351835,26.62057,0.0,0.0,0.0,0.0,35.85261,0.0,0.0,46.128548,0.0,9.63291,0.0,0.0,0.0,12.478258,26.701061,0.0,20.894938,0.0,3.431377,26.293434,16.088867,18.909327,22.831562,31.121931,0.0,11.689246,0.0,6.46021,36.849693,0.0,0.0,0.0,15.775695,0.0,0.0,5.0593023,6.499301,0.0
7,19.59923,32.049274,0.0,73.42241,13.222139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.189142,20.057156,0.0,13.410757,43.783737,8.785988,0.0,0.98210335,0.0,0.0,0.0,0.0,7.1128592,31.900867,0.0,0.0,0.0,0.0,42.965366,0.0,0.0,55.279358,0.0,11.545971,0.0,0.0,0.0,14.954404,31.99761,0.0,25.040468,0.0,4.1106544,31.512054,19.281954,22.662148,27.362534,37.295647,0.0,14.00988,0.0,7.742059,44.160618,0.0,0.0,0.0,18.905975,0.0,0.0,6.064205,7.786646,0.0
8,17.751255,29.017784,0.0,66.509575,11.987469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.53478,18.172352,0.0,12.144384,39.635155,7.9539275,0.0,0.88131046,0.0,0.0,0.0,0.0,6.4422855,28.897694,0.0,0.0,0.0,0.0,38.91219,0.0,0.0,50.066093,0.0,10.452816,0.0,0.0,0.0,13.543608,28.987724,0.0,22.678204,0.0,3.721808,28.52719,17.460585,20.520605,24.772999,33.782997,0.0,12.687693,0.0,7.013103,40.000427,0.0,0.0,0.0,17.1217,0.0,0.0,5.494791,7.0626774,0.0
9,20.724861,33.888924,0.0,77.63109,13.976868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.806902,21.202217,0.0,14.179853,46.299774,9.293507,0.0,1.0416355,0.0,0.0,0.0,0.0,7.52009,33.730522,0.0,0.0,0.0,0.0,45.429447,0.0,0.0,58.448017,0.0,12.208202,0.0,0.0,0.0,15.812149,33.83018,0.0,26.47747,0.0,4.3489866,33.32152,20.388744,23.96239,28.932783,39.433567,0.0,14.813406,0.0,8.185949,46.691177,0.0,0.0,0.0,19.989586,0.0,0.0,6.408846,8.231989,0.0
