latency,
39985.75,111743.1999
87493.75,244507.8959
99371.25,277700.4671
171872.25,480309.9902
204376.25,571144.8744
208504.75,582682.2796
286505.75,800661.9682
319012.5,891504.5375
322671,901728.4922
389422,1088269.206
421926,1179104.09
427048,1193417.906
500798.75,1399519.95
533306,1490363.916
535334.5,1496032.713
599835.25,1676284.933
632343,1767130.297
634268.25,1772510.553
695769,1944379.046
728273.25,2035214.629
1046745,
2925208,
