latency,
43220.5,95784.81261
90728,201070.429
94589.5,209628.2443
167090.25,370303.6357
199594.25,442338.6549
204816,453911.0417
269316.75,596856.9182
301824,668899.14
306742.75,679800.0215
368243.5,816097.3298
400747.75,888132.9031
404226.25,895841.9178
482227.25,1068706.905
514734.25,1140748.573
517606,1147112.914
584356.75,1295045.217
616861,1367080.79
621886.25,1378217.696
695637,1541663.324
728144,1613704.992
1173795,
2601352,
