latency,
73590.75,154987.5467
121099.5,255044.4779
605049.25,1274278.342
666550,1403803.457
699054.25,1472259.805
706506,1487953.74
772757,1627483.232
805264.5,1695946.424
812942.75,1712117.385
890943.75,1876393.243
923447.25,1944848.012
927439.25,1953255.458
999940.25,2105947.911
1032444.25,2174403.732
1037339.25,2184712.963
1111090.25,2340038.008
1143597.25,2408500.147
1149266,2420438.953
1214016.75,2556808.808
1246524.25,2625272
1246524,
2625272,
