latency,
45535.5,112084.2592
93042,229020.0754
98216.75,241757.5664
162717.5,400524.2162
195221.75,480532.4468
203886.75,501861.0828
277637.75,683396.9439
310141.75,763404.5591
315246.75,775970.3625
393247.75,967967.4703
425755,1047983.085
429486.75,1057168.675
501987.5,1235627.084
534494.75,1315642.699
539153.5,1327110.071
600654.25,1478492.312
633162,1558509.157
636060.5,1565643.728
702811.25,1729948.684
735315.5,1809956.915
1192455,
2935192,
