latency,
45804.75,109992.0554
93313,224074.7665
600202.25,1441280.197
678203.25,1628585.887
710710.25,1706645.734
722925.25,1735977.909
796676,1913077.371
829183.25,1991137.817
832422,1998915.106
904922.75,2173012.913
937426.75,2251065.555
940388.5,2258177.677
1006639.5,2417267.808
1039147,2495328.855
1043348.75,2505418.619
1104849.5,2653101.859
1137354,2731155.702
1139096,2735338.809
1203846.75,2890826.353
1236354.5,2968888
1236354,
2968888,
