latency,
53564.75,150276.3256
101073.25,283561.7944
642871.5,1803581.027
716622.5,2010490.035
749129.5,2101688.679
750771.5,2106295.322
812272.25,2278836.158
844776.5,2370027.086
850975,2387417.026
915725.75,2569075.763
948233.25,2660275.808
955165,2679722.887
1027666,2883125.01
1060169.75,2974314.536
1067828.25,2995800.517
1134079,3181667.515
1166586.5,3272867.561
1176968,3301992.941
1254969.25,3520826.058
1287476,3612024
1287476,
3612024,
