latency,
53253,111347.714
100764.5,210690.4161
588611.25,1230738.496
661112.25,1382332.22
693615.75,1450294.409
697871.25,1459192.315
771622.25,1613399.688
804129.25,1681369.195
815617.5,1705390.196
877118.25,1833983.288
909622.75,1901947.567
914854.5,1912886.733
981105.5,2051412.214
1013612.75,2119382.243
1018514.75,2129631.928
1096516,2292726.23
1129022.75,2360695.214
1130844.75,2364504.869
1195595.5,2499893.448
1228103,2567864
1228103,
2567864,
