latency,
50861.25,135716.0629
98369.75,262485.7859
563176.25,1502756.29
627927.25,1675535.19
660434.25,1762275.529
675809.25,1803301.545
753810.5,2011436.865
786317.25,2098176.537
792775.5,2115409.465
865276.5,2308868.145
897780.5,2395600.478
904075.5,2412397.797
965576.5,2576504.53
998080.5,2663236.864
1004059,2679189.647
1077810,2875983.775
1110320.25,2962732.786
1116685.5,2979717.557
1182936.25,3156498.327
1215443.75,3243240
1215443,
3243240,
