latency,
70709.75,146200.3184
118218.25,244429.4569
637226.25,1317536.558
701977.25,1451416.494
734484.5,1518628.87
739079.75,1528130.064
811581,1678034.509
844084.75,1745239.648
850089.75,1757655.657
923840.75,1910144.1
956347.75,1977355.959
968259.25,2001984.318
1029760,2129143.999
1062264.25,2196350.172
1068152.75,2208525.304
1146154,2369801.615
1178660.75,2437012.957
1181919.25,2443750.27
1248170.25,2580731.624
1280677.5,2647944
1280677,
2647944,
