latency,
47739.5,104288.7053
95248,208072.7826
587880.25,1284246.173
649381,1418596.838
681885.25,1489603.576
685057.25,1496532.927
758808,1657644.172
791315.25,1728657.463
792710.5,1731705.438
865211.25,1890086.011
897715,1961091.656
899003.75,1963906.978
965254.5,2108634.195
997762,2179648.032
998740.5,2181785.602
1063491.5,2323236.558
1095999,2394250.396
1096957.5,2396344.275
1174958.5,2566740.347
1207465.25,2637752.546
1207465,
2637752,
