latency,
51680.25,109031.941
99188.75,209262.5701
531553.5,1121440.199
609554.5,1286002.105
642061.5,1354583.455
645686.75,1362231.794
710437.75,1498839.631
742945.25,1567422.036
754753.5,1592334.385
828504.25,1747929.364
861008.25,1816504.385
865406.75,1825784.081
937907.75,1978742.411
970415,2047324.288
973183.5,2053165.106
1034684.5,2182916.286
1067191.75,2251498.163
1071360.5,2260293.146
1137611.25,2400065.068
1170119,2468648
1170119,
2468648,
