latency,
56870.5,141026.5685
104379.25,258838.0171
596001.75,1477955.735
674002.75,1671381.384
706509.75,1751991.73
708321.5,1756484.479
769822.5,1908993.688
802326.75,1989597.214
804162,1994148.238
877913,2177034.804
910420,2257645.15
914628.5,2268081.322
979379.5,2428649.83
1011887,2509261.416
1013198.75,2512514.273
1085699.75,2692301.108
1118203.5,2772903.395
1119615.5,2776404.85
1185866.75,2940693.654
1218373.75,3021304
1218373,
3021304,
