latency,
45667.5,50208.29631
93174.25,102438.7223
95262,104734.0608
156762.75,172349.9338
189267,208086.136
198069,217763.3337
264819.5,291150.9481
297323.75,326887.1504
309845.5,340653.959
383596.25,421737.8701
416100.25,457473.7975
421475.25,463383.2427
499476.25,549140.0133
531983.25,584879.239
537001.75,590396.7369
609502.5,670106.3583
642006.5,705842.2857
646708.5,711011.8135
711209,781925.7066
743716.75,817665.7569
1203902,
1323608,
