latency,
51445.25,111404.7527
98950.75,214277.9718
100625.5,217904.645
174376.5,377612.527
206883.25,448005.9344
211015.25,456953.7855
275516.25,596630.781
308023.75,667025.8126
322735.25,698883.584
395236,855884.0481
427739.75,926270.959
436211.5,944616.5441
502962.5,1089165.917
535466.5,1159553.37
537238.5,1163390.638
598739.25,1296570.588
631243.5,1366958.582
633355.5,1371532.121
711356.25,1540442.841
743863.25,1610836.79
1221441,
2645032,
