latency,
55288,132613.6659
102796.5,246567.4415
575406.75,1380169.268
647907.75,1554069.995
680415,1632041.808
695476.5,1668168.286
761727.25,1827077.178
794235,1905050.19
807083.25,1935867.972
880834.25,2112766.946
913338,2190730.364
924173,2216719.169
985673.75,2364234.723
1018181.5,2442207.735
1027376.5,2464262.84
1092127.5,2619574.435
1124635,2697546.848
1129676.75,2709639.977
1207678,2896733.591
1240188,2974712
1240188,
2974712,
