latency,
46469,120740.6966
93977.25,244181.6831
542610,1409866.995
620611,1612537.487
653118,1697000.631
658443.25,1710837.261
730944.25,1899217.068
763451.5,1983680.862
770433.25,2001821.587
836684,2173961.33
869188.25,2258417.328
875133.25,2273864.259
939884.25,2442107.192
972388.25,2526562.541
978107,2541421.605
1039607.75,2701219.393
1072115.5,2785684.485
1078477.25,2802214.261
1152228.25,2993841.95
1184731.75,3078296
1184731,
3078296,
