latency,
52148.5,125745.9457
99657,240303.4356
541514.5,1305756.693
619515.5,1493840.905
652022.25,1572224.598
657220.75,1584759.767
723471.5,1744510.541
755979,1822896.042
757287.75,1826051.838
822038.5,1982185.654
854546,2060571.155
855534.5,2062954.731
929285.5,2240790.895
961792.5,2319175.191
962738,2321455.08
1035239,2496277.114
1067742.75,2574653.573
1068741.25,2577061.261
1130242,2725358.335
1162746.25,2803736
1162746,
2803736,
