latency,
48626.25,99642.74141
96138,197001.6992
767689,1573114.038
840190,1721679.852
872694,1788285.598
874679,1792353.172
936180,1918378.276
968684,1984984.022
971859.5,1991491.115
1045610.25,2142617.861
1078114.25,2209223.607
1081889.5,2216959.681
1146640.25,2349644.028
1179147.75,2416256.946
1182523,2423173.358
1248773.75,2558931.438
1281281.25,2625544.357
1285239.75,2633655.938
1363241,2793492.619
1395747.75,2860104
1395747,
2860104,
