latency,
50843.25,110269.4819
98351.5,213305.9737
574674.75,1246361.846
648425.75,1406313.945
680929.25,1476807.946
683321.25,1481995.746
749572.25,1625681.75
782079.5,1696183.884
788124.75,1709294.899
849625.25,1842677.959
882129.75,1913174.128
884981.75,1919359.582
962982.5,2088528.592
995489.75,2159030.726
998824.75,2166263.716
1071325.5,2323504.257
1103829.5,2393999.342
1107264.75,2401449.756
1172015.5,2541881.999
1204519.75,2612377.627
1204519,
2612376,
