latency,
46728.75,122926.3708
94237,247903.323
96458.25,253746.6251
170209,447758.0643
202716.25,533272.8335
204361.5,537600.8887
268862.25,707278.9373
301373.25,792803.5713
303011.75,797113.8697
364512.5,958900.0078
397017,1044407.543
398352,1047919.443
465103,1223517.082
497606.75,1309022.644
499252.25,1313351.357
571753,1504074.5
604257,1589580.719
605615.5,1593154.44
683616.5,1798346.743
716123.5,1883860.855
1243784,
3271944,
