latency,
59540.25,126553.0486
107052.25,227540.0019
656913.25,1396271.84
734914,1562062.758
767421.25,1631157.053
775903,1649185.048
837404,1779905.679
869908,1848993.066
871993.5,1853425.805
945744.25,2010183.33
978248.25,2079270.717
985853.25,2095435.176
1058354,2249535.821
1090858,2318623.208
1096153.25,2329878.284
1162404.25,2470695.06
1194911.5,2539789.355
1198543.5,2547509.186
1263294.25,2685137.174
1295801.75,2754232
1295801,
2754232,
