latency,
53469,117628.8026
100977.5,222144.8394
676227.5,1487662.592
742478.25,1633410.528
774985.75,1704925.206
776997.75,1709351.493
850748.75,1871599.559
883255.75,1943113.136
887661,1952804.44
949161.75,2088102.642
981666,2159610.17
987138,2171648.263
1051888.75,2314096.283
1084396.25,2385610.961
1090691.5,2399460.158
1163192.25,2558957.744
1195696.25,2630464.722
1200634.75,2641329.145
1278635.75,2812926.972
1311142.5,2884440
1311142,
2884440,
