latency,
45768,98225.79259
93279.25,200192.8916
100037,214696.1548
161537.75,346687.0636
194042,416446.6274
196577.5,421888.2351
274578.25,589290.907
307085.25,659056.3729
310067.25,665456.2442
382568.25,821055.5317
415072,890814.0225
417710.75,896477.2219
482211.5,1034906.633
514719.25,1104673.709
516871,1109291.724
583621.75,1252550.012
616125.75,1322309.04
619087.75,1328665.988
692838.75,1486947.984
725346,1556713.987
1164021,
2498184,
