latency,
51211.25,213221.0758
98717.75,411017.2052
101135.75,421084.6916
179136.5,745845.439
211640.25,881176.7293
220558.75,918309.4328
285059.25,1186861.089
317567,1322209.033
324225.5,1349932.093
397976.25,1656997.713
430480,1792329.004
433035.25,1802967.939
494536,2059029.958
527040.25,2194363.33
531832.25,2214315.106
598582.75,2492234.77
631087,2627568.142
634152.25,2640330.493
706653.25,2942192.705
739157,3077523.995
743339,
3094936,
