latency,
57070.75,122778.243
104579,224984.3549
625224.5,1345066.704
698975.25,1503729.197
731479.25,1573656.156
739111,1590074.599
805361.5,1732601.55
837869.25,1802536.577
843861,1815426.832
916362,1971400.696
948865.5,2041326.58
951411,2046802.8
1029411.75,2214608.463
1061919,2284542.414
1063574.25,2288103.41
1128325,2427403.898
1160832.5,2497338.387
1162454.5,2500827.85
1223955.25,2633136.503
1256459.5,2703064
1256459,
2703064,
