latency,
55798,215703.2245
103306,399359.0687
112940.25,436603.0342
186691.25,721708.7461
219198.25,847373.9083
224833.25,869157.6223
291584.25,1127202.82
324088.25,1252856.385
328510,1269949.932
390011,1507699.744
422515.25,1633354.275
425353.5,1644326.347
503354.75,1945862.623
535861.5,2071526.819
538436.75,2081482.189
610937.75,2361755.666
643441.5,2487408.265
647853.25,2504463.154
712354,2753809.362
744861.25,2879475.491
751526,
2905240,
