latency,
52994,110572.926
100502.25,209699.7367
116783,243669.8119
181284,378252.2986
213791.25,446079.2554
218630,456175.3935
296630.75,618925.3493
329134.5,686745.0033
331893,692500.6627
404394,843775.292
436897.75,911594.946
438653,915257.3064
500153.75,1043579.718
532658.25,1111400.937
534206.75,1114631.91
600957.75,1253909.061
633461.75,1321729.237
635593.75,1326177.693
709344.5,1480059.948
741848.5,1547880.124
1204376,
2512952,
