latency,
60734.25,128003.9314
108241.75,228131.0718
110129.75,232110.2338
183880.5,387547.832
216384.5,456053.4904
234265.75,493740.1384
312267,658136.1202
344774,726648.1015
349675.75,736979.0642
414176.5,872921.2974
446684,941434.3325
457319,963848.7331
524070,1104533.609
556574,1173039.268
564642.5,1190044.495
637143.5,1342848.111
669647.25,1411353.243
677512.25,1427929.572
739013.25,1557549.511
771517.5,1626055.696
1187785,
2503384,
