latency,
74332.75,162157.015
121838.75,265791.4313
125946.5,274752.4946
190447.25,415460.9857
222954.75,486376.1498
228596.5,498683.6366
306597.5,668842.945
339104.5,739757.0183
345296.25,753264.331
417797,911424.8351
450300.75,982331.8186
455269.25,993170.6094
516770.25,1127335.141
549274.5,1198243.215
553526.25,1207518.415
620277.25,1353135.83
652781.25,1424043.359
659576,1438866.117
733327.25,1599754.589
765834.25,1670668.662
1236033,
2696408,
