latency,
55046.5,144658.794
102554,269505.5627
104735.25,275237.7526
182736.25,480219.5515
215243.25,565645.9349
216795.25,569724.4948
281296,739228.4724
313803.5,824656.1698
315755.5,829785.905
388256.5,1020314.044
420760.25,1105731.887
422232.25,1109600.212
483733,1271220.375
516237.25,1356639.532
521476,1370406.642
588226.75,1545823.481
620731,1631242.637
623056.25,1637353.25
696807.25,1831166.312
729314.25,1916592.696
1044259,
2744248,
