latency,
57243.5,225556.1222
104751.75,412752.5138
107262.75,422646.5878
171764,676800.3664
204271,804887.4482
209883,827000.3686
271383.75,1069331.3
303888,1197407.546
307586.5,1211980.717
374337.5,1474999.168
406841.5,1603074.429
409123.5,1612066.176
482874.25,1902665.689
515378.25,2030740.949
519283.25,2046127.791
591784.25,2331802.923
624288,2459877.199
626790,2469735.81
704791,2777082.55
737298,2905169.631
807735,
3182712,
