latency,
52608.5,132793.4633
100115.25,252709.1778
113626.25,286813.4097
175127,442052.5362
207634.75,524108.035
211570,534041.3248
289571,730930.0963
322078,812983.7019
324999.75,820358.7326
398750.75,1006519.728
431258,1088573.964
436873.25,1102747.881
501374,1265559.556
533878.25,1347606.22
535876.75,1352650.799
608377.75,1535656.566
640885,1617710.802
644150.25,1625952.89
710901.25,1794444.606
743405.25,1876490.639
1194389,
3014856,
