latency,
52597.5,123680.5516
100105.75,235393.9707
572919.5,1347193.303
639170.5,1502979.419
671677.75,1579418.691
673203.25,1583005.832
746954,1756427.258
779458,1832858.888
783613.25,1842629.763
848364,1994888.111
880868.25,2071320.329
891363.25,2095998.829
952864,2240614.955
985368.25,2317047.172
987150.25,2321237.462
1065151.5,2504653.738
1097658.25,2581091.835
1099190.25,2584694.261
1171691,2755176.37
1204195,2831608
1204195,
2831608,
