latency,
46509.25,192739.269
94015.75,389611.2478
125059.5,518259.8431
203060.25,841503.2309
235564,976202.2212
245795.75,1018603.679
307296.5,1273469.316
339800.75,1408170.378
341206,1413993.883
407957,1690617.113
440461,1825317.139
441743,1830629.883
514244,2131081.723
546748,2265781.749
548086.5,2271328.635
612587.25,2538626.59
645094.75,2673341.121
646790,2680366.417
720541,2985998.39
753048.25,3120711.884
758774,
3144440,
