latency,
50325.25,111441.398
97833.25,216644.2123
99438,220197.8079
177439,392925.0269
209945.5,464908.1726
217280.75,481151.5199
278781.5,617340.2037
311285.75,689318.3669
317480.75,703036.7182
391231.75,866352.639
423738.75,938336.8919
425174,941515.1427
497675,1102063.035
530178.75,1174040.091
534020.5,1182547.351
600771.5,1330362.309
633275.5,1402339.919
634414,1404861.04
698914.75,1547692.993
731422.25,1619678.353
1142983,
2531048,
