latency,
58189.75,122027.8291
105698.25,221656.3569
720183,1510272.309
786933.75,1650253.132
819438,1718416.736
821263.25,1722244.408
882764,1851215.628
915268.25,1919379.231
916480.25,1921920.877
980981.25,2057183.823
1013488.5,2125353.718
1014850.5,2128209.924
1092851.75,2291783.804
1125362,2359959.991
1128243.75,2366003.215
1200744.5,2518042.176
1233248.5,2586205.255
1243420.25,2607536.101
1317171.25,2762196.92
1349675.25,2830360
1349675,
2830360,
