latency,
46251.25,120094.3733
93757,243446.1373
96058.25,249421.4823
169809,440920.0927
202316.25,525327.2777
206688.25,536679.4595
279189,724932.3637
311692.75,809330.4608
314868.25,817575.8527
376369,977266.5427
408873.25,1061665.938
412161.75,1070204.742
490162.75,1272739.402
522669.75,1357145.938
526611.75,1367381.597
593362.5,1540704.253
625866.5,1625102.999
631585,1639951.456
696085.75,1807431.84
728593.25,1891839.675
1055114,
2739672,
