latency,
45855.25,165936.094
93361.75,337847.5556
95886.25,346982.9473
168387.5,609342.7477
200891,726962.9511
203279.75,735607.1051
264780.5,958159.4679
297285,1075783.29
301536.75,1091169.07
375287.75,1358051.333
407795,1475685.106
412636.75,1493205.915
479387.75,1734757.323
511891.5,1852378.432
518923.5,1877825.084
583424.5,2111234.432
615931.75,2228868.205
617953.75,2236185.204
695955,2518447.818
728462,2636080.687
736856,
2666456,
