latency,
59586,125501.8566
107094,225564.6599
110798.75,233367.7178
175299.5,369221.1712
207807,437689.4624
209472.25,441196.8629
281973,593900.1612
314477,662361.0806
316635.5,666907.3794
383386.25,807499.8516
415890.5,875961.2976
420809,886320.7928
498810,1050608.886
531317,1119076.124
532595.5,1121768.94
594096.25,1251303.701
626600.5,1319765.147
628105.75,1322935.551
701856.75,1478272.164
734364,1546739.929
1157256,
2437448,
