latency,
45626.5,98491.51266
93135,201045.5992
724301.25,1563510.805
802302.25,1731887.439
834809.25,1802058.58
840957.75,1815331.022
914708.75,1974533.406
947215.75,2044704.547
949397.75,2049414.716
1015648.75,2192427.246
1048156.25,2262599.467
1050134.75,2266870.35
1122635.75,2423374.425
1155139.75,2493539.091
1158751.5,2501335.584
1223502.5,2641110.144
1256006.5,2711274.81
1261588.5,2723324.378
1323089.25,2856082.794
1355593.5,2926248
1355593,
2926248,
