latency,
29848.5,79948.32935
77356.75,207197.7797
611361.5,1637513.796
677612.25,1814964.482
710119.75,1902034.864
712085,1907298.729
784585.75,2101489.855
817089.75,2188550.863
822761.5,2203742.479
884262.25,2368470.429
916766.5,2455532.106
918291.75,2459617.444
996292.75,2668540.828
1028796.25,2755600.497
1030488.25,2760132.469
1095239.25,2933566.118
1127746.5,3020635.831
1130845.25,3028935.742
1204596.25,3226475.626
1237103,3313544
1237103,
3313544,
