latency,
46235.5,141375.4684
93742,286637.306
97766.75,298943.8868
164517.5,503049.3587
197021.75,602438.4335
205653.5,628831.9558
270154.25,826057.5453
302661.75,925456.5578
307137,939140.6439
379637.75,1160828.038
412141.75,1260216.348
416990.25,1275041.73
478491.25,1463094.908
510995.5,1562483.982
514657.5,1573681.373
588408.5,1799191.688
620915.5,1898589.172
626684,1916227.662
704685,2154733.31
737192,2254130.794
1153320,
3526536,
