latency,
46108,111722.3508
93616.25,226837.5884
672263.25,1628932.738
746014,1807635.071
778518,1886394.143
797522.5,1932443.145
875523.5,2121444.08
908030.5,2200210.421
915855.75,2219171.454
988356.5,2394844.965
1020860.5,2473604.037
1027282.25,2489164.309
1092033,2646059.121
1124537.25,2724818.799
1127809,2732746.438
1194059.75,2893275.838
1226567.5,2972043.996
1231609.25,2984260.448
1293110,3133280.322
1325614.25,3212040
1325614,
3212040,
