latency,
46677.75,202815.0139
94185.5,409236.3812
95706.75,415846.2186
162457.5,705878.4993
194965,847123.7192
203336.75,883499.007
277087.75,1203947.402
309591.5,1345176.329
313206.75,1360884.605
374707.75,1628106.7
407215.5,1769353.006
408584,1775299.144
479726.25,2084412.51
512233.5,2225656.644
515118.75,2238193.067
593119.75,2577107.73
625626.75,2718350.777
627732,2727498.097
692233,3007755.205
724740.5,3149000.425
730345,
3173352,
