sub_id
1
1
1
1
1
1
5
5
5
5
5
5
6
6
6
6
6
6
9
9
9
9
9
9
10
10
10
10
10
10
11
11
11
11
11
11
12
12
12
12
12
12
13
13
13
13
13
13
15
15
15
15
15
15
21
21
21
21
21
21
22
22
22
22
22
22
23
23
23
23
23
23
24
24
24
24
24
24
26
26
26
26
26
26
28
28
28
28
28
28
31
31
31
31
31
31
32
32
32
32
32
32
33
33
33
33
33
33
36
36
36
36
36
36
38
38
38
38
38
38
41
41
41
41
41
41
42
42
42
42
42
42
44
44
44
44
44
44
45
45
45
45
45
45
47
47
47
47
47
47
53
53
53
53
53
53
54
54
54
54
54
54
55
55
55
55
55
55
60
60
60
60
60
60
63
63
63
63
63
63
64
64
64
64
64
64
66
66
66
66
66
66
70
70
70
70
70
70
72
72
72
72
72
72
73
73
73
73
73
73
75
75
75
75
75
75
76
76
76
76
76
76
77
77
77
77
77
77
78
78
78
78
78
78
