latency,
57052.25,1780.305346
104558.5,3262.729455
106689.75,3329.234733
168190.5,5248.354733
200694.75,6262.644091
202890,6331.146479
276640.75,8632.525557
309147.75,9646.900728
312113,9739.430829
378864,11822.38395
411368,12836.66551
412596.5,12875.00063
490597.75,15309.01581
523104.25,16323.37538
524389.5,16363.48138
596890.5,18625.86223
629394.25,19640.13598
645812.5,20152.46456
710313.25,22165.19903
742820.5,23179.582
773342,
24132,
